Repository,CBO,DIT,LCOM,Code Lines,Comment Lines,CreatedAt,UpdatedAt,PrimaryLanguage,Releases,PullRequests,Open Issues,Closed Issues,LastRelease,Stars
zfile,6,1,6,16950,3700,2019-08-19 13:57:56 +0000 UTC,2022-09-13 15:00:25 +0000 UTC,Java,57,5,45,368,No Releases,6200
ansj_seg,6,1,9,671308,2920,2012-09-05 05:56:24 +0000 UTC,2022-09-13 04:33:53 +0000 UTC,Java,3,61,39,661,No Releases,6190
lawnchair,9,1,75,211459,48474,2017-03-03 13:12:58 +0000 UTC,2022-09-13 16:24:07 +0000 UTC,Java,25,318,169,2267,No Releases,6171
BookReader,4,1,25,35616,11099,2016-08-03 05:17:27 +0000 UTC,2022-09-12 07:09:38 +0000 UTC,Java,0,3,36,199,No Releases,6160
Android-Image-Cropper,7,1,70,6741,2124,2015-01-15 10:49:37 +0000 UTC,2022-09-13 04:17:18 +0000 UTC,Java,32,49,342,436,No Releases,6154
javacv,6,2,128,47019,5193,2014-04-21 13:50:26 +0000 UTC,2022-09-13 13:31:54 +0000 UTC,Java,8,108,271,1463,No Releases,6150
SwipeBackLayout,5,1,61,2169,857,2013-08-25 03:36:12 +0000 UTC,2022-09-04 05:48:58 +0000 UTC,Java,0,11,107,64,No Releases,6143
aeron,7,1,100,237758,58587,2014-02-07 17:16:58 +0000 UTC,2022-09-13 08:57:40 +0000 UTC,Java,83,580,19,624,No Releases,6141
MaterialEditText,5,1,742,4265,931,2014-10-30 10:07:23 +0000 UTC,2022-09-12 08:27:34 +0000 UTC,Java,19,28,181,157,No Releases,6118
error-prone,5,1,21,226225,54163,2014-08-21 23:26:50 +0000 UTC,2022-09-13 13:29:47 +0000 UTC,Java,23,1397,303,1081,No Releases,6079
material,6,1,54,29337,4313,2014-12-09 12:07:32 +0000 UTC,2022-09-12 10:57:54 +0000 UTC,Java,10,24,209,218,No Releases,6040
EffectiveAndroidUI,4,1,11,3538,1634,2014-07-04 08:42:20 +0000 UTC,2022-09-06 03:10:04 +0000 UTC,Java,0,9,4,14,No Releases,6038
pentaho-kettle,5,1,77,1518773,257833,2013-10-08 18:27:11 +0000 UTC,2022-09-13 16:36:26 +0000 UTC,Java,1,7589,0,0,No Releases,6032
remusic,5,1,41,49963,7554,2016-03-24 06:20:39 +0000 UTC,2022-09-13 02:43:54 +0000 UTC,Java,0,1,86,27,No Releases,6030
physical-web,4,1,26,18031,5342,2014-09-30 18:32:14 +0000 UTC,2022-09-13 11:12:34 +0000 UTC,Java,17,481,90,303,No Releases,6028
NumberProgressBar,3,1,91,1104,191,2014-05-01 08:54:25 +0000 UTC,2022-09-09 14:07:32 +0000 UTC,Java,3,11,22,33,No Releases,6014
rest-assured,5,1,103,54160,30079,2010-10-21 08:35:43 +0000 UTC,2022-09-13 05:46:58 +0000 UTC,Java,0,191,457,876,No Releases,6007
aws-doc-sdk-examples,6,1,3,656171,114176,2016-08-18 19:06:57 +0000 UTC,2022-09-13 17:27:45 +0000 UTC,Java,0,2266,224,760,No Releases,6002
async-http-client,5,1,42,34816,9214,2011-03-07 13:41:46 +0000 UTC,2022-09-11 03:44:41 +0000 UTC,Java,0,392,90,1197,No Releases,6000
rabbitmq-tutorials,4,1,2,21611,1363,2010-09-21 11:41:26 +0000 UTC,2022-09-13 14:32:06 +0000 UTC,Java,0,173,6,88,No Releases,5994
JFoenix,6,1,22,31787,8352,2015-09-08 14:04:24 +0000 UTC,2022-09-13 17:34:31 +0000 UTC,Java,0,121,113,971,No Releases,5981
dynamic-load-apk,5,1,9,4433,754,2014-03-30 11:51:00 +0000 UTC,2022-09-12 00:43:32 +0000 UTC,Java,0,35,83,29,No Releases,5970
androidmvp,3,1,3,1232,186,2014-04-02 05:42:20 +0000 UTC,2022-09-08 12:46:26 +0000 UTC,Java,0,11,1,17,No Releases,5967
spring-cloud-examples,3,1,0,3611,65,2017-04-28 08:48:53 +0000 UTC,2022-09-12 20:34:45 +0000 UTC,Java,0,0,1,35,No Releases,5966
xUtils3,5,1,27,13320,2070,2015-10-28 10:56:04 +0000 UTC,2022-09-09 14:33:15 +0000 UTC,Java,9,7,32,674,No Releases,5941
Android-skin-support,6,1,17,29383,2505,2017-01-12 15:03:54 +0000 UTC,2022-09-13 06:09:47 +0000 UTC,Java,0,19,88,360,No Releases,5906
netty-socketio,5,1,29,7112,2617,2012-01-12 11:43:49 +0000 UTC,2022-09-13 02:29:16 +0000 UTC,Java,4,76,355,376,No Releases,5902
richeditor-android,2,1,46,2365,294,2015-03-30 16:19:20 +0000 UTC,2022-09-12 10:36:49 +0000 UTC,Java,0,29,203,42,No Releases,5900
Spring-Cloud-Platform,4,1,57,12391,3902,2017-05-25 10:35:26 +0000 UTC,2022-09-13 05:00:12 +0000 UTC,Java,3,5,0,34,No Releases,5854
alluxio,6,1,28,454818,116558,2012-12-21 17:43:46 +0000 UTC,2022-09-13 17:06:00 +0000 UTC,Java,56,12138,665,1089,No Releases,5850
beam,7,1,17,1707272,357245,2016-02-02 08:00:06 +0000 UTC,2022-09-13 14:59:32 +0000 UTC,Java,24,12951,3926,516,No Releases,5847
jsonschema2pojo,6,1,78,26325,7414,2013-06-22 22:28:53 +0000 UTC,2022-09-13 18:53:22 +0000 UTC,Java,59,220,142,920,No Releases,5835
zeppelin,5,1,42,307316,57893,2015-03-25 07:00:06 +0000 UTC,2022-09-13 06:18:43 +0000 UTC,Java,0,133,0,0,No Releases,5811
material-calendarview,6,1,69,6418,1263,2015-02-09 22:31:56 +0000 UTC,2022-09-13 01:30:05 +0000 UTC,Java,22,136,211,691,No Releases,5806
motan,5,1,32,113016,46225,2016-04-20 10:56:17 +0000 UTC,2022-09-13 05:03:00 +0000 UTC,Java,19,162,339,423,No Releases,5798
BoomMenu,5,1,227,11459,1715,2016-03-19 12:04:12 +0000 UTC,2022-09-12 08:03:52 +0000 UTC,Java,0,3,114,133,No Releases,5765
springside4,3,1,24,17449,5362,2012-02-23 08:39:03 +0000 UTC,2022-09-11 17:47:36 +0000 UTC,Java,3,33,40,426,No Releases,5764
FEBS-Shiro,6,1,8,28951,2822,2018-03-20 02:17:48 +0000 UTC,2022-09-11 06:44:58 +0000 UTC,Java,0,44,6,167,No Releases,5760
MinecraftForge,6,2,31,102710,35157,2012-01-30 01:35:01 +0000 UTC,2022-09-13 11:59:05 +0000 UTC,Java,0,2371,95,3888,No Releases,5744
from-java-to-kotlin,0,1,0,2226,0,2017-05-21 11:56:27 +0000 UTC,2022-09-11 13:27:07 +0000 UTC,Java,0,48,5,6,No Releases,5739
config,5,2,75,23579,5581,2011-12-06 08:02:29 +0000 UTC,2022-09-13 14:20:27 +0000 UTC,Java,0,192,214,291,No Releases,5739
InfiniteCycleViewPager,5,1,102,4786,694,2016-08-22 08:04:39 +0000 UTC,2022-09-09 13:50:17 +0000 UTC,Java,2,3,55,23,No Releases,5720
u2020,6,1,23,7940,671,2013-11-14 11:58:23 +0000 UTC,2022-08-27 06:31:38 +0000 UTC,Java,0,209,12,70,No Releases,5711
springBoot,5,1,15,21862,4403,2016-11-07 02:13:31 +0000 UTC,2022-09-13 13:43:22 +0000 UTC,Java,0,0,32,6,No Releases,5704
DiskLruCache,3,1,11,2255,435,2012-01-05 00:36:34 +0000 UTC,2022-09-05 17:35:37 +0000 UTC,Java,0,26,19,37,No Releases,5702
Java-Tutorial,0,1,0,63995,10,2018-05-01 15:57:21 +0000 UTC,2022-09-13 14:06:19 +0000 UTC,Java,0,7,25,8,No Releases,5694
blade,4,1,41,20325,6464,2015-06-10 03:35:49 +0000 UTC,2022-09-13 06:10:34 +0000 UTC,Java,9,154,6,247,No Releases,5691
springfox,5,1,23,118140,22310,2012-05-06 06:38:57 +0000 UTC,2022-09-13 07:39:21 +0000 UTC,Java,12,279,257,3226,No Releases,5688
transmittable-thread-local,5,1,11,11647,3798,2013-10-13 08:48:33 +0000 UTC,2022-09-13 09:38:11 +0000 UTC,Java,53,109,23,213,No Releases,5685
OpenSearch,7,1,35,1303698,375036,2021-01-29 22:10:00 +0000 UTC,2022-09-13 18:29:12 +0000 UTC,Java,21,2370,631,870,No Releases,5677
ysoserial,5,1,8,5148,1001,2015-01-28 07:13:55 +0000 UTC,2022-09-13 18:20:04 +0000 UTC,Java,1,60,20,64,No Releases,5669
AndroidPicker,5,1,52,72216,6429,2015-10-21 14:21:16 +0000 UTC,2022-09-08 09:07:45 +0000 UTC,Java,52,18,156,143,No Releases,5665
grafika,6,1,6,10023,4746,2013-12-19 18:36:53 +0000 UTC,2022-09-12 18:31:56 +0000 UTC,Java,1,5,48,53,No Releases,5661
SSM,3,1,110,852,182,2016-06-18 17:58:56 +0000 UTC,2022-09-13 12:22:29 +0000 UTC,Java,0,6,25,20,No Releases,5661
AndroidImageSlider,4,1,59,4779,1057,2014-06-02 06:04:17 +0000 UTC,2022-09-12 12:11:09 +0000 UTC,Java,5,16,291,97,No Releases,5650
flowable-engine,6,1,132,1659309,322236,2016-10-13 07:21:43 +0000 UTC,2022-09-13 16:36:02 +0000 UTC,Java,20,1887,260,830,No Releases,5635
DiscreteScrollView,4,1,19,4820,202,2017-03-03 23:38:54 +0000 UTC,2022-09-12 06:17:26 +0000 UTC,Java,2,5,40,150,No Releases,5621
FastHub,8,1,34,136134,3496,2017-02-18 17:53:16 +0000 UTC,2022-09-13 08:56:41 +0000 UTC,Java,63,299,334,2201,No Releases,5618
ListViewAnimations,6,2,10,8730,3705,2013-03-19 11:59:23 +0000 UTC,2022-09-08 12:55:13 +0000 UTC,Java,14,39,0,0,No Releases,5615
circular-progress-button,3,1,25,2323,148,2014-06-07 12:58:48 +0000 UTC,2022-09-10 12:27:26 +0000 UTC,Java,1,38,0,0,No Releases,5607
graphql-java,8,1,33,418482,22287,2015-07-06 06:52:20 +0000 UTC,2022-09-13 03:43:54 +0000 UTC,Java,47,1240,53,1070,No Releases,5604
ShowcaseView,5,1,17,3376,1345,2012-08-14 19:07:36 +0000 UTC,2022-09-11 18:50:33 +0000 UTC,Java,13,71,83,242,No Releases,5594
smile,5,1,105,938897,86717,2014-11-20 16:28:12 +0000 UTC,2022-09-13 15:46:39 +0000 UTC,Java,22,108,9,541,No Releases,5582
aurora-imui,4,1,50,52125,4388,2016-12-13 05:24:01 +0000 UTC,2022-09-09 11:56:21 +0000 UTC,Java,42,125,117,440,No Releases,5579
Leaf,3,1,11,2169,109,2018-12-11 07:41:35 +0000 UTC,2022-09-13 06:19:39 +0000 UTC,Java,0,8,50,88,No Releases,5570
mapstruct,3,1,11,119905,35686,2012-05-28 12:42:42 +0000 UTC,2022-09-13 18:06:29 +0000 UTC,Java,25,690,358,1610,No Releases,5568
smali,6,1,15,51027,26104,2012-09-23 19:51:16 +0000 UTC,2022-09-13 17:22:05 +0000 UTC,Java,0,54,116,619,No Releases,5566
FlowLayout,4,1,5,2077,118,2015-08-28 09:32:31 +0000 UTC,2022-09-09 08:44:49 +0000 UTC,Java,0,7,0,0,No Releases,5563
disconf,4,1,12,76201,15397,2014-05-30 09:39:27 +0000 UTC,2022-09-13 07:39:14 +0000 UTC,Java,12,13,179,190,No Releases,5529
robolectric,5,1,61,220144,29475,2010-08-28 00:28:25 +0000 UTC,2022-09-12 11:15:51 +0000 UTC,Java,85,3462,498,2085,No Releases,5525
StickyListHeaders,4,1,3,3290,355,2012-03-11 18:29:18 +0000 UTC,2022-09-06 03:10:48 +0000 UTC,Java,16,83,147,230,No Releases,5523
mosby,5,1,9,24490,10832,2015-03-25 00:59:19 +0000 UTC,2022-09-13 07:46:22 +0000 UTC,Java,15,69,24,239,No Releases,5497
freeline,3,1,13,13773,1538,2016-08-03 17:22:52 +0000 UTC,2022-09-09 11:57:22 +0000 UTC,Java,22,36,181,800,No Releases,5489
tcc-transaction,5,1,28,44697,3108,2015-12-05 04:27:53 +0000 UTC,2022-09-13 04:03:15 +0000 UTC,Java,5,51,5,287,No Releases,5489
micronaut-core,5,1,41,298480,124861,2018-03-07 12:05:08 +0000 UTC,2022-09-13 15:43:21 +0000 UTC,Java,132,3560,446,2635,No Releases,5467
rebound,4,1,34,5012,1422,2013-10-11 01:12:37 +0000 UTC,2022-09-09 14:07:08 +0000 UTC,Java,10,25,23,27,No Releases,5467
Fast-Android-Networking,3,1,13,18742,4185,2016-03-21 18:35:44 +0000 UTC,2022-09-11 15:07:00 +0000 UTC,Java,8,23,225,317,No Releases,5449
barcodescanner,5,1,11,4158,179,2014-02-24 21:14:09 +0000 UTC,2022-09-13 12:37:06 +0000 UTC,Java,6,30,0,462,No Releases,5447
HTextView,4,1,3,4664,347,2015-12-19 16:34:59 +0000 UTC,2022-09-06 08:08:56 +0000 UTC,Java,0,14,41,58,No Releases,5406
SystemBarTint,8,1,22,1288,418,2013-11-17 12:35:05 +0000 UTC,2022-09-08 12:21:07 +0000 UTC,Java,3,3,0,0,No Releases,5389
android-job,6,1,32,12508,3239,2015-08-20 19:36:54 +0000 UTC,2022-09-13 13:02:55 +0000 UTC,Java,31,43,3,535,No Releases,5383
junit5,4,1,42,105740,40376,2015-01-11 19:06:10 +0000 UTC,2022-09-13 14:40:16 +0000 UTC,Java,57,680,125,1828,No Releases,5378
SwipeRecyclerView,4,1,26,12783,4420,2016-08-03 15:43:34 +0000 UTC,2022-09-13 06:57:19 +0000 UTC,Java,0,4,106,205,No Releases,5346
gradle-retrolambda,4,1,2,3973,250,2013-08-05 02:09:58 +0000 UTC,2022-09-11 11:41:50 +0000 UTC,Java,37,32,74,155,No Releases,5340
SpringCloud-Learning,5,1,28,8472,776,2019-09-07 02:36:16 +0000 UTC,2022-09-13 13:20:26 +0000 UTC,Java,0,0,14,9,No Releases,5336
dubbo-spring-boot-project,7,1,11,6935,2684,2018-01-18 12:10:50 +0000 UTC,2022-09-13 09:26:23 +0000 UTC,Java,13,174,42,537,No Releases,5335
useful-java-links,2,1,1,14589,1465,2016-02-13 13:14:52 +0000 UTC,2022-09-13 15:44:05 +0000 UTC,Java,0,91,0,18,No Releases,5318
XRecyclerView,3,1,9,6052,490,2015-11-18 08:14:22 +0000 UTC,2022-09-13 16:22:43 +0000 UTC,Java,0,8,237,146,No Releases,5310
cw-omnibus,5,1,20,232766,37815,2012-03-12 14:12:06 +0000 UTC,2022-09-12 19:25:56 +0000 UTC,Java,36,3,0,0,No Releases,5286
react-native-splash-screen,3,1,2,1856,281,2016-09-14 10:43:55 +0000 UTC,2022-09-13 12:45:49 +0000 UTC,Java,12,48,309,141,No Releases,5283
scribejava,4,1,10,16830,1650,2010-09-05 19:11:40 +0000 UTC,2022-09-13 05:56:30 +0000 UTC,Java,7,138,28,583,No Releases,5279
VitamioBundle,4,1,75,6457,2265,2012-10-19 08:40:49 +0000 UTC,2022-09-09 03:28:43 +0000 UTC,Java,0,7,292,187,No Releases,5271
Blurry,5,1,0,1297,174,2015-07-23 14:12:08 +0000 UTC,2022-09-13 08:05:56 +0000 UTC,Java,0,16,82,21,No Releases,5269
twoway-view,6,1,86,4015,726,2013-01-18 20:55:23 +0000 UTC,2022-08-25 17:31:50 +0000 UTC,Java,0,11,149,92,No Releases,5261
MagicCamera,3,1,7,19730,1195,2016-01-08 11:36:56 +0000 UTC,2022-09-13 03:48:47 +0000 UTC,Java,0,0,96,16,No Releases,5254
android-advancedrecyclerview,6,2,32,30117,8689,2015-01-24 16:14:39 +0000 UTC,2022-09-08 11:00:53 +0000 UTC,Java,1,37,191,254,No Releases,5227
FloatingActionButton,5,1,37,3895,218,2015-03-21 12:36:16 +0000 UTC,2022-09-13 13:16:19 +0000 UTC,Java,14,28,204,199,No Releases,5224
wechat,5,1,15,36732,4112,2015-05-25 02:33:37 +0000 UTC,2022-09-10 06:42:19 +0000 UTC,Java,0,1,42,11,No Releases,5207
TapTargetView,4,1,45,2439,412,2016-09-11 09:07:36 +0000 UTC,2022-09-12 15:39:53 +0000 UTC,Java,23,81,49,244,No Releases,5207
zxing-android-embedded,5,1,21,6833,2648,2012-11-28 16:36:39 +0000 UTC,2022-09-13 10:11:30 +0000 UTC,Java,9,70,88,493,No Releases,5206
android-lifecycle,7,1,151,9630,44,2014-04-18 14:26:22 +0000 UTC,2022-09-08 10:59:30 +0000 UTC,Java,0,0,25,5,No Releases,5202
titan,5,1,20,308616,35410,2012-02-25 22:53:53 +0000 UTC,2022-09-11 09:15:03 +0000 UTC,Java,0,131,157,968,No Releases,5199
quartz,5,1,86,61037,31982,2016-03-07 14:05:37 +0000 UTC,2022-09-13 11:33:13 +0000 UTC,Java,2,166,29,501,No Releases,5199
otto,2,1,3,2958,948,2012-06-27 19:06:49 +0000 UTC,2022-09-10 09:53:39 +0000 UTC,Java,0,58,13,102,No Releases,5197
ksql,8,1,25,2832064,76462,2016-09-27 21:30:15 +0000 UTC,2022-09-13 16:41:45 +0000 UTC,Java,8,5798,1092,1966,No Releases,5190
btrace,4,1,102,48995,19511,2014-08-28 18:58:24 +0000 UTC,2022-09-13 06:19:09 +0000 UTC,Java,29,119,11,403,No Releases,5183
Dexter,4,1,4,3249,1292,2015-11-17 13:14:43 +0000 UTC,2022-09-07 10:18:28 +0000 UTC,Java,33,73,34,151,No Releases,5175
byte-buddy,6,1,15,185556,84223,2013-11-25 19:38:03 +0000 UTC,2022-09-13 09:17:11 +0000 UTC,Java,254,143,94,1039,No Releases,5156
wiremock,5,1,56,69045,11935,2011-10-09 20:27:24 +0000 UTC,2022-09-13 18:06:04 +0000 UTC,Java,4,457,221,954,No Releases,5143
Android-ZBLibrary,5,1,26,20280,7733,2015-08-20 16:03:53 +0000 UTC,2022-09-13 02:23:47 +0000 UTC,Java,25,13,9,26,No Releases,5121
AndroidProject,7,2,19,45891,5010,2018-10-23 10:30:55 +0000 UTC,2022-09-13 07:26:11 +0000 UTC,Java,17,0,1,91,No Releases,5117
hibernate-orm,6,1,54,1047818,219656,2010-10-04 16:15:52 +0000 UTC,2022-09-13 10:15:56 +0000 UTC,Java,16,1860,0,0,No Releases,5096
jOOQ,9,1,1418,554643,266695,2011-04-17 10:43:33 +0000 UTC,2022-09-13 13:30:34 +0000 UTC,Java,0,156,1881,11801,No Releases,5091
itstack-demo-design,2,1,5,7023,886,2020-05-20 13:45:30 +0000 UTC,2022-09-13 05:14:01 +0000 UTC,Java,0,5,14,13,No Releases,5086
jvm-sandbox,3,1,11,19061,5867,2017-08-03 02:55:31 +0000 UTC,2022-09-13 02:37:34 +0000 UTC,Java,12,69,31,243,No Releases,5063
lanproxy,4,1,8,43097,5100,2016-11-20 08:12:10 +0000 UTC,2022-09-13 17:55:21 +0000 UTC,Java,1,2,124,37,No Releases,5062
ctci,1,1,5,45435,4670,2013-03-21 23:01:01 +0000 UTC,2022-09-11 14:26:42 +0000 UTC,Java,0,80,33,5,No Releases,5058
AndroidVideoCache,4,1,14,4413,435,2015-04-01 11:25:52 +0000 UTC,2022-09-08 03:11:57 +0000 UTC,Java,20,2,142,137,No Releases,5039
shimmer-android,8,1,18,1794,182,2015-02-27 22:25:22 +0000 UTC,2022-09-11 15:36:20 +0000 UTC,Java,5,14,21,79,No Releases,5038
InstaMaterial,4,1,9,4354,145,2014-11-10 18:56:49 +0000 UTC,2022-09-13 04:38:11 +0000 UTC,Java,1,2,27,15,No Releases,5022
UltraViewPager,5,1,58,3092,1366,2017-03-29 13:31:53 +0000 UTC,2022-09-09 06:18:28 +0000 UTC,Java,10,4,55,84,No Releases,5021
Small,3,1,20,29593,5037,2015-11-27 11:37:20 +0000 UTC,2022-09-02 02:24:44 +0000 UTC,Java,25,36,259,300,No Releases,5014
Aria,5,1,44,51675,29418,2016-02-19 02:16:07 +0000 UTC,2022-09-13 07:41:08 +0000 UTC,Java,26,18,143,805,No Releases,5007
android-common,3,1,124,7024,5744,2012-06-19 07:49:46 +0000 UTC,2022-09-13 02:33:28 +0000 UTC,Java,1,7,18,14,No Releases,5007
hazelcast,7,1,39,1320429,331793,2012-03-21 12:25:18 +0000 UTC,2022-09-13 06:39:59 +0000 UTC,Java,173,12096,1073,6569,No Releases,4998
KnowStreaming,6,1,10,71059,8110,2020-03-19 05:13:51 +0000 UTC,2022-09-13 11:33:54 +0000 UTC,Java,15,242,40,247,No Releases,4995
vavr,8,1,1211,74017,35149,2014-01-30 14:07:25 +0000 UTC,2022-09-11 19:49:41 +0000 UTC,Java,17,1426,68,1107,No Releases,4991
spring-mvc-showcase,5,1,9,11390,2066,2011-06-03 15:36:55 +0000 UTC,2022-09-11 17:46:40 +0000 UTC,Java,0,8,5,38,No Releases,4988
generator,7,1,86,102128,16116,2013-02-10 11:14:50 +0000 UTC,2022-09-13 09:07:11 +0000 UTC,Java,10,456,7,362,No Releases,4981
Discovery,4,1,16,39386,6775,2018-06-21 16:16:49 +0000 UTC,2022-09-13 05:01:40 +0000 UTC,Java,116,62,6,98,No Releases,4976
RxJava2-Android-Samples,3,1,6,4746,480,2016-08-27 08:21:37 +0000 UTC,2022-09-10 05:36:55 +0000 UTC,Java,0,25,12,9,No Releases,4973
GmsCore,5,1,10,70299,22505,2014-04-23 19:28:47 +0000 UTC,2022-09-13 17:36:16 +0000 UTC,Java,26,146,727,791,No Releases,4970
dialogplus,5,1,57,3008,411,2014-12-12 09:24:44 +0000 UTC,2022-09-12 09:48:26 +0000 UTC,Java,9,36,53,101,No Releases,4967
gephi,4,1,24,215804,62119,2011-10-22 03:14:46 +0000 UTC,2022-09-13 06:20:46 +0000 UTC,Java,17,118,453,1899,No Releases,4958
RippleEffect,3,1,23,1237,361,2014-10-14 13:32:51 +0000 UTC,2022-09-06 02:51:46 +0000 UTC,Java,0,17,50,65,No Releases,4953
android-zxingLibrary,4,1,5,3617,913,2016-07-26 08:00:18 +0000 UTC,2022-09-12 07:59:18 +0000 UTC,Java,0,5,202,60,No Releases,4944
GravitySnapHelper,6,1,57,2324,391,2016-08-31 07:25:23 +0000 UTC,2022-09-13 02:33:05 +0000 UTC,Java,14,11,6,58,No Releases,4937
NavigationTabBar,4,1,57,4051,343,2016-03-29 08:59:27 +0000 UTC,2022-09-11 08:41:59 +0000 UTC,Java,13,10,61,82,No Releases,4927
java-jwt,5,1,137,11623,1732,2014-03-07 15:06:11 +0000 UTC,2022-09-13 11:54:44 +0000 UTC,Java,36,246,1,274,No Releases,4907
SoloPi,4,1,13,66005,18974,2019-03-14 15:32:49 +0000 UTC,2022-09-13 12:21:13 +0000 UTC,Java,8,12,118,71,No Releases,4896
baritone,6,1,19,21880,10419,2018-08-01 15:34:21 +0000 UTC,2022-09-13 14:23:17 +0000 UTC,Java,61,209,639,2565,No Releases,4893
folding-cell-android,4,1,13,2186,261,2016-04-01 11:38:47 +0000 UTC,2022-09-12 01:40:36 +0000 UTC,Java,0,17,7,65,No Releases,4887
google-authenticator,3,1,29,10939,2710,2014-10-08 17:54:27 +0000 UTC,2022-09-10 03:30:12 +0000 UTC,Java,0,33,164,505,No Releases,4885
LayoutManagerGroup,4,1,9,3898,1055,2018-04-28 11:47:38 +0000 UTC,2022-09-10 01:55:54 +0000 UTC,Java,0,4,41,18,No Releases,4861
Transitions-Everywhere,6,1,25,10369,4529,2014-10-15 03:37:03 +0000 UTC,2022-09-05 06:17:26 +0000 UTC,Java,23,13,6,85,No Releases,4860
smartTable,5,1,25,15763,3214,2017-11-08 01:11:14 +0000 UTC,2022-09-13 08:40:01 +0000 UTC,Java,44,0,188,105,No Releases,4839
joda-time,8,2,296,97798,44939,2011-05-16 16:49:57 +0000 UTC,2022-09-07 13:11:12 +0000 UTC,Java,38,104,23,390,No Releases,4819
lucida,6,1,23,54547,13696,2014-05-13 17:12:49 +0000 UTC,2022-09-07 22:35:45 +0000 UTC,Java,0,35,53,110,No Releases,4816
EdXposed,6,1,191,87121,53988,2019-01-18 16:18:19 +0000 UTC,2022-09-13 06:22:11 +0000 UTC,Java,27,75,42,735,No Releases,4813
BasePopup,5,1,33,34179,4384,2016-01-15 03:31:07 +0000 UTC,2022-09-09 06:43:43 +0000 UTC,Java,15,8,15,450,No Releases,4813
packer-ng-plugin,2,1,18,4730,808,2015-11-24 04:08:08 +0000 UTC,2022-09-01 11:21:12 +0000 UTC,Java,1,6,20,132,No Releases,4809
uid-generator,2,1,11,1759,1060,2017-03-27 04:03:43 +0000 UTC,2022-09-13 05:02:18 +0000 UTC,Java,0,2,19,40,No Releases,4782
AndroidStaggeredGrid,5,1,155,4196,896,2013-12-09 19:43:45 +0000 UTC,2022-09-13 06:38:02 +0000 UTC,Java,7,24,99,66,No Releases,4776
JS-Sorting-Algorithm,3,1,2,2657,146,2017-01-19 11:36:21 +0000 UTC,2022-09-13 15:26:00 +0000 UTC,Java,0,18,4,19,No Releases,4770
conductor,7,1,81,14130,1198,2016-12-07 22:48:42 +0000 UTC,2022-09-13 16:27:17 +0000 UTC,Java,308,1079,66,1320,No Releases,4766
cameraview,4,1,12,28771,6603,2016-08-04 05:22:14 +0000 UTC,2022-09-13 09:19:59 +0000 UTC,Java,0,15,148,57,No Releases,4747
Android-ConvenientBanner,4,1,7,1789,301,2014-12-23 06:12:33 +0000 UTC,2022-09-13 01:36:25 +0000 UTC,Java,0,7,89,269,No Releases,4745
opentsdb,7,1,65,117154,28579,2010-08-27 02:05:20 +0000 UTC,2022-09-12 08:04:31 +0000 UTC,Java,26,584,508,576,No Releases,4726
CloudReader,4,1,19,26790,4083,2016-11-20 11:59:25 +0000 UTC,2022-09-13 07:13:26 +0000 UTC,Java,25,1,6,116,No Releases,4721
ActiveAndroid,5,1,22,4220,1102,2012-11-15 18:10:45 +0000 UTC,2022-09-09 06:39:58 +0000 UTC,Java,0,59,285,144,No Releases,4716
cardslib,5,2,18,47297,24686,2013-09-20 21:57:19 +0000 UTC,2022-09-06 07:17:59 +0000 UTC,Java,27,12,168,345,No Releases,4714
lettuce-core,6,1,148,96433,71803,2014-05-10 13:08:46 +0000 UTC,2022-09-13 16:21:36 +0000 UTC,Java,101,72,75,1723,No Releases,4705
FastBle,4,1,26,5259,410,2016-08-23 02:06:33 +0000 UTC,2022-09-13 07:41:24 +0000 UTC,Java,9,4,216,325,No Releases,4705
okdownload,6,1,35,29582,7544,2017-12-17 08:21:22 +0000 UTC,2022-09-13 03:32:06 +0000 UTC,Java,8,28,232,212,No Releases,4703
baseAdapter,4,1,18,2940,203,2015-08-03 02:55:51 +0000 UTC,2022-09-13 03:50:40 +0000 UTC,Java,0,0,108,17,No Releases,4690
drools,6,1,63,1046358,230905,2011-02-18 08:37:05 +0000 UTC,2022-09-13 08:05:10 +0000 UTC,Java,0,3557,0,0,No Releases,4652
google-java-format,5,1,68,14855,6800,2015-05-11 20:38:28 +0000 UTC,2022-09-12 08:16:59 +0000 UTC,Java,17,176,89,342,No Releases,4650
MaterialDateTimePicker,6,1,127,12096,3442,2015-01-03 19:41:03 +0000 UTC,2022-09-13 06:20:58 +0000 UTC,Java,54,45,81,506,No Releases,4646
hbase,7,1,69,996769,252855,2014-05-23 07:00:07 +0000 UTC,2022-09-12 02:05:01 +0000 UTC,Java,26,3572,0,0,No Releases,4632
groovy,4,1,108,464391,174100,2015-04-16 07:00:05 +0000 UTC,2022-09-12 22:58:33 +0000 UTC,Java,0,695,0,0,No Releases,4630
spring-cloud-netflix,7,1,113,23482,3178,2014-07-11 15:46:12 +0000 UTC,2022-09-12 10:32:12 +0000 UTC,Java,2,504,75,3070,No Releases,4628
android-tips-tricks,1,1,0,1220,30,2016-08-25 20:27:33 +0000 UTC,2022-09-10 04:20:52 +0000 UTC,Java,0,14,2,10,No Releases,4620
sqlbrite,4,1,4,4893,1252,2015-02-19 04:38:37 +0000 UTC,2022-09-06 03:12:01 +0000 UTC,Java,9,111,5,121,No Releases,4620
