Name,CreatedAt,UpdatedAt,PrimaryLanguage,Releases,PullRequests,Open Issues,Closed Issues,LastRelease,Stars,Url
JiaoZiVideoPlayer,2016-02-06 11:04:24 +0000 UTC,2022-09-10 06:50:16 +0000 UTC,Java,78,41,268,2394,2019-07-14T13:12:19Z,10421,https://github.com/lipangit/JiaoZiVideoPlayer
neo4j,2012-11-12 08:46:15 +0000 UTC,2022-09-13 09:44:57 +0000 UTC,Java,72,7936,270,2870,2017-09-14T11:34:36Z,10392,https://github.com/neo4j/neo4j
RxPermissions,2015-09-29 13:55:09 +0000 UTC,2022-09-13 05:57:38 +0000 UTC,Java,11,37,86,194,2020-07-12T12:37:35Z,10366,https://github.com/tbruyelle/RxPermissions
Java,2015-11-25 07:30:08 +0000 UTC,2022-09-13 13:08:53 +0000 UTC,Java,0,0,41,11,No Releases,10270,https://github.com/DuGuQiuBai/Java
Sa-Token,2020-02-03 10:34:29 +0000 UTC,2022-09-13 14:13:29 +0000 UTC,Java,25,27,0,264,2022-09-08T07:07:36Z,10248,https://github.com/dromara/Sa-Token
CtCI-6th-Edition,2015-07-02 06:28:46 +0000 UTC,2022-09-13 08:46:47 +0000 UTC,Java,0,42,46,21,No Releases,10207,https://github.com/careercup/CtCI-6th-Edition
ViewPagerIndicator,2011-08-04 17:13:44 +0000 UTC,2022-09-09 11:57:17 +0000 UTC,Java,0,21,135,146,No Releases,10200,https://github.com/JakeWharton/ViewPagerIndicator
SmarterStreaming,2016-03-26 14:46:02 +0000 UTC,2022-09-11 07:51:31 +0000 UTC,Java,0,0,4,114,No Releases,10194,https://github.com/daniulive/SmarterStreaming
MVPArms,2016-08-06 08:49:56 +0000 UTC,2022-09-08 03:44:44 +0000 UTC,Java,25,33,43,280,2019-07-14T09:13:12Z,10189,https://github.com/JessYanCoding/MVPArms
dex2jar,2015-03-16 09:13:07 +0000 UTC,2022-09-13 07:45:16 +0000 UTC,Java,6,11,371,150,2021-10-30T19:32:55Z,10151,https://github.com/pxb1988/dex2jar
platform_frameworks_base,2008-10-21 18:20:37 +0000 UTC,2022-09-13 12:20:03 +0000 UTC,Java,0,1,0,0,No Releases,10114,https://github.com/aosp-mirror/platform_frameworks_base
grpc-java,2014-12-08 19:00:00 +0000 UTC,2022-09-13 14:50:45 +0000 UTC,Java,115,5618,460,2498,2022-08-23T21:59:41Z,10026,https://github.com/grpc/grpc-java
auto,2013-05-22 21:41:56 +0000 UTC,2022-09-13 13:48:19 +0000 UTC,Java,55,493,65,384,2021-12-15T00:23:36Z,9851,https://github.com/google/auto
zaproxy,2015-06-03 16:55:01 +0000 UTC,2022-09-13 15:10:42 +0000 UTC,Java,282,2815,708,3744,2022-09-13T08:30:23Z,9823,https://github.com/zaproxy/zaproxy
javapoet,2013-02-01 16:56:30 +0000 UTC,2022-09-13 04:18:49 +0000 UTC,Java,0,335,86,312,No Releases,9797,https://github.com/square/javapoet
Fragmentation,2016-02-23 08:54:55 +0000 UTC,2022-09-09 02:33:08 +0000 UTC,Java,30,31,190,1033,2019-06-07T13:48:45Z,9730,https://github.com/YoKeyword/Fragmentation
glide-transformations,2015-01-09 10:33:29 +0000 UTC,2022-09-13 08:45:48 +0000 UTC,Java,0,34,50,105,No Releases,9700,https://github.com/wasabeef/glide-transformations
jsoup,2009-12-19 01:29:58 +0000 UTC,2022-09-13 02:46:26 +0000 UTC,Java,8,197,71,1231,2022-08-24T00:10:45Z,9698,https://github.com/jhy/jsoup
cas,2011-09-09 01:36:42 +0000 UTC,2022-09-13 14:59:52 +0000 UTC,Java,230,3443,0,0,2022-09-04T09:15:57Z,9694,https://github.com/apereo/cas
clojure,2010-06-29 20:03:33 +0000 UTC,2022-09-13 18:31:17 +0000 UTC,Java,0,1,0,0,No Releases,9654,https://github.com/clojure/clojure
AVLoadingIndicatorView,2015-10-24 20:18:33 +0000 UTC,2022-09-12 22:11:20 +0000 UTC,Java,1,8,65,37,2015-11-20T08:02:07Z,9653,https://github.com/HarlonWang/AVLoadingIndicatorView
android-Ultra-Pull-To-Refresh,2014-11-13 03:13:10 +0000 UTC,2022-09-09 14:07:29 +0000 UTC,Java,8,19,150,146,2015-09-19T09:11:41Z,9643,https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh
Android-ObservableScrollView,2014-11-08 14:45:20 +0000 UTC,2022-09-06 14:03:00 +0000 UTC,Java,0,18,175,88,No Releases,9616,https://github.com/ksoichiro/Android-ObservableScrollView
onedev,2018-11-06 02:57:01 +0000 UTC,2022-09-13 07:31:22 +0000 UTC,Java,184,4,0,0,2022-09-12T13:39:44Z,9613,https://github.com/theonedev/onedev
react-native-camera,2015-04-01 00:54:40 +0000 UTC,2022-09-13 11:35:46 +0000 UTC,Java,144,772,56,2307,2021-09-21T19:39:52Z,9572,https://github.com/react-native-camera/react-native-camera
easypermissions,2015-12-22 18:05:53 +0000 UTC,2022-09-12 17:07:33 +0000 UTC,Java,12,90,25,202,2019-01-23T21:55:28Z,9550,https://github.com/googlesamples/easypermissions
paascloud-master,2018-03-17 05:40:43 +0000 UTC,2022-09-13 03:43:05 +0000 UTC,Java,0,3,81,42,No Releases,9442,https://github.com/paascloud/paascloud-master
AndroidSlidingUpPanel,2013-05-31 18:33:53 +0000 UTC,2022-09-13 04:38:29 +0000 UTC,Java,8,81,264,558,2016-03-07T05:52:22Z,9428,https://github.com/umano/AndroidSlidingUpPanel
PocketHub,2011-09-08 16:52:50 +0000 UTC,2022-09-11 08:57:24 +0000 UTC,Java,1,379,124,536,2017-08-18T14:15:51Z,9422,https://github.com/pockethub/PocketHub
spark,2011-05-05 11:52:05 +0000 UTC,2022-09-13 07:34:04 +0000 UTC,Java,0,270,190,547,No Releases,9358,https://github.com/perwendel/spark
spark,2011-05-05 11:52:05 +0000 UTC,2022-09-13 07:34:04 +0000 UTC,Java,0,270,190,547,No Releases,9358,https://github.com/perwendel/spark
DanmakuFlameMaster,2013-08-11 12:18:50 +0000 UTC,2022-09-13 15:13:21 +0000 UTC,Java,5,41,251,154,2016-04-18T06:41:58Z,9337,https://github.com/bilibili/DanmakuFlameMaster
mall-swarm,2019-11-25 06:55:31 +0000 UTC,2022-09-13 15:58:17 +0000 UTC,Java,2,0,26,77,2022-04-23T06:57:13Z,9335,https://github.com/macrozheng/mall-swarm
Mycat-Server,2014-12-04 02:46:54 +0000 UTC,2022-09-12 09:12:58 +0000 UTC,Java,7,991,914,787,2020-11-02T08:35:50Z,9315,https://github.com/MyCATApache/Mycat-Server
Java-WebSocket,2010-01-20 23:33:04 +0000 UTC,2022-09-13 17:02:17 +0000 UTC,Java,14,277,29,884,2022-04-09T18:04:57Z,9299,https://github.com/TooTallNate/Java-WebSocket
newbee-mall,2019-09-21 03:56:04 +0000 UTC,2022-09-13 14:56:54 +0000 UTC,Java,0,3,2,52,No Releases,9251,https://github.com/newbee-ltd/newbee-mall
MagicIndicator,2016-06-26 08:20:43 +0000 UTC,2022-09-11 06:56:14 +0000 UTC,Java,12,5,179,98,2020-09-29T06:26:10Z,9244,https://github.com/hackware1993/MagicIndicator
android-interview-questions,2017-07-09 18:47:24 +0000 UTC,2022-09-13 19:16:51 +0000 UTC,Java,0,71,13,16,No Releases,9212,https://github.com/MindorksOpenSource/android-interview-questions
android-gif-drawable,2013-01-30 01:37:46 +0000 UTC,2022-09-13 09:04:31 +0000 UTC,Java,57,111,36,623,2022-08-18T00:24:35Z,9181,https://github.com/koral--/android-gif-drawable
spring-boot-api-project-seed,2017-06-23 10:06:30 +0000 UTC,2022-09-13 02:05:32 +0000 UTC,Java,4,1,92,104,2017-07-24T09:49:50Z,9163,https://github.com/lihengming/spring-boot-api-project-seed
questdb,2014-04-28 23:29:15 +0000 UTC,2022-09-13 19:19:22 +0000 UTC,Java,54,1329,280,666,2022-09-05T14:16:58Z,9154,https://github.com/questdb/questdb
MaterialDesignLibrary,2014-09-30 07:37:17 +0000 UTC,2022-09-12 15:11:21 +0000 UTC,Java,3,20,215,119,2015-01-14T20:53:36Z,9075,https://github.com/navasmdc/MaterialDesignLibrary
JsBridge,2015-02-26 12:10:58 +0000 UTC,2022-09-13 11:00:10 +0000 UTC,Java,0,27,137,87,No Releases,9075,https://github.com/lzyzsd/JsBridge
OpenRefine,2012-10-15 02:22:48 +0000 UTC,2022-09-13 15:09:09 +0000 UTC,Java,37,2075,648,2008,2022-08-22T19:18:45Z,8984,https://github.com/OpenRefine/OpenRefine
Activiti,2012-09-13 11:34:43 +0000 UTC,2022-09-13 12:13:07 +0000 UTC,Java,34,1404,412,1653,2022-09-08T13:55:43Z,8940,https://github.com/Activiti/Activiti
jvm,2018-06-23 01:12:59 +0000 UTC,2022-09-13 09:24:52 +0000 UTC,Java,0,13,11,4,No Releases,8898,https://github.com/doocs/jvm
VirtualApp,2016-07-06 13:25:23 +0000 UTC,2022-09-13 14:19:04 +0000 UTC,Java,0,141,0,0,No Releases,8896,https://github.com/asLody/VirtualApp
storm,2011-09-17 07:55:13 +0000 UTC,2022-09-09 13:06:42 +0000 UTC,Java,0,144,0,0,No Releases,8895,https://github.com/nathanmarz/storm
DSA-Bootcamp-Java,2021-07-30 12:23:25 +0000 UTC,2022-09-13 19:11:24 +0000 UTC,Java,0,230,11,94,No Releases,8821,https://github.com/kunal-kushwaha/DSA-Bootcamp-Java
StatusBarUtil,2016-02-15 03:06:06 +0000 UTC,2022-09-13 02:12:51 +0000 UTC,Java,0,6,106,179,No Releases,8781,https://github.com/laobie/StatusBarUtil
Android-PullToRefresh,2011-11-29 09:59:56 +0000 UTC,2022-09-09 14:06:48 +0000 UTC,Java,0,30,0,0,No Releases,8757,https://github.com/chrisbanes/Android-PullToRefresh
VirtualAPK,2017-06-29 07:25:05 +0000 UTC,2022-09-13 08:36:10 +0000 UTC,Java,4,9,109,249,2018-09-06T12:03:03Z,8739,https://github.com/didi/VirtualAPK
AndroidNote,2016-01-04 23:51:36 +0000 UTC,2022-09-13 11:59:20 +0000 UTC,Java,0,11,49,52,No Releases,8710,https://github.com/GcsSloop/AndroidNote
dolphinscheduler,2019-03-01 16:39:25 +0000 UTC,2022-09-13 18:00:15 +0000 UTC,Java,29,4966,901,4525,2022-08-05T10:16:57Z,8674,https://github.com/apache/dolphinscheduler
AgentWeb,2017-05-12 07:45:56 +0000 UTC,2022-09-13 07:46:33 +0000 UTC,Java,19,10,75,918,2022-09-03T12:27:59Z,8642,https://github.com/Justson/AgentWeb
CoreNLP,2013-06-27 21:13:49 +0000 UTC,2022-09-13 13:55:31 +0000 UTC,Java,10,95,161,864,2022-08-30T03:58:39Z,8625,https://github.com/stanfordnlp/CoreNLP
testing-samples,2014-10-11 03:51:27 +0000 UTC,2022-09-13 06:34:57 +0000 UTC,Java,0,156,76,121,No Releases,8614,https://github.com/android/testing-samples
Calligraphy,2013-12-20 02:35:45 +0000 UTC,2022-09-13 04:38:22 +0000 UTC,Java,4,67,82,307,2016-04-29T22:14:38Z,8613,https://github.com/chrisjenx/Calligraphy
jjwt,2014-09-13 01:06:24 +0000 UTC,2022-09-13 14:44:40 +0000 UTC,Java,0,174,52,439,No Releases,8555,https://github.com/jwtk/jjwt
Android_Data,2015-04-04 01:37:44 +0000 UTC,2022-09-10 15:39:18 +0000 UTC,Java,0,5,2,5,No Releases,8542,https://github.com/Freelander/Android_Data
cim,2018-05-20 15:55:56 +0000 UTC,2022-09-13 18:50:08 +0000 UTC,Java,7,22,34,54,2019-08-31T15:01:04Z,8524,https://github.com/crossoverJie/cim
android-gpuimage,2012-10-04 08:11:58 +0000 UTC,2022-09-13 03:48:35 +0000 UTC,Java,0,70,323,85,No Releases,8491,https://github.com/cats-oss/android-gpuimage
awesome-java-leetcode,2017-04-17 15:51:41 +0000 UTC,2022-09-11 09:54:48 +0000 UTC,Java,0,1,5,21,No Releases,8439,https://github.com/Blankj/awesome-java-leetcode
BottomBar,2016-03-16 01:31:05 +0000 UTC,2022-09-08 03:04:39 +0000 UTC,Java,4,67,262,480,2017-04-13T20:49:12Z,8437,https://github.com/roughike/BottomBar
CalendarView,2017-03-11 07:16:09 +0000 UTC,2022-09-13 14:57:24 +0000 UTC,Java,0,8,424,370,No Releases,8415,https://github.com/huanghaibin-dev/CalendarView
buck,2013-04-17 18:12:18 +0000 UTC,2022-09-13 13:50:41 +0000 UTC,Java,57,107,199,1277,2022-05-05T20:03:16Z,8380,https://github.com/facebook/buck
COLA,2018-02-06 13:46:27 +0000 UTC,2022-09-13 17:47:52 +0000 UTC,Java,9,60,13,212,2022-08-02T08:39:00Z,8362,https://github.com/alibaba/COLA
junit4,2009-01-13 03:41:26 +0000 UTC,2022-09-13 03:58:13 +0000 UTC,Java,13,459,109,710,2021-02-13T16:30:53Z,8357,https://github.com/junit-team/junit4
feign,2013-06-26 23:28:16 +0000 UTC,2022-09-13 12:59:06 +0000 UTC,Java,24,673,146,710,2022-07-21T21:08:06Z,8310,https://github.com/OpenFeign/feign
Android-SpinKit,2016-03-20 08:40:51 +0000 UTC,2022-09-13 02:54:06 +0000 UTC,Java,0,12,54,19,No Releases,8285,https://github.com/ybq/Android-SpinKit
dropwizard,2011-01-19 19:52:29 +0000 UTC,2022-09-13 18:20:33 +0000 UTC,Java,129,3411,15,1453,2022-09-12T10:08:39Z,8279,https://github.com/dropwizard/dropwizard
metersphere,2020-02-03 02:06:12 +0000 UTC,2022-09-13 09:39:08 +0000 UTC,Java,160,10212,330,5778,2022-09-09T06:10:24Z,8267,https://github.com/metersphere/metersphere
resilience4j,2015-06-03 09:21:01 +0000 UTC,2022-09-13 02:49:15 +0000 UTC,Java,29,584,121,865,2021-06-25T11:30:16Z,8266,https://github.com/resilience4j/resilience4j
quickstart-android,2016-04-26 17:13:27 +0000 UTC,2022-09-13 09:56:02 +0000 UTC,Java,0,503,26,718,No Releases,8212,https://github.com/firebase/quickstart-android
MaterialViewPager,2015-04-24 17:53:15 +0000 UTC,2022-09-06 16:56:22 +0000 UTC,Java,11,27,180,147,2016-05-27T12:02:39Z,8204,https://github.com/florent37/MaterialViewPager
cryptomator,2014-02-02 00:43:47 +0000 UTC,2022-09-13 13:49:06 +0000 UTC,Java,133,210,263,1548,2022-08-31T14:00:04Z,8189,https://github.com/cryptomator/cryptomator
tech-interview-for-developer,2019-06-09 04:42:57 +0000 UTC,2022-09-13 13:31:16 +0000 UTC,Java,0,110,2,34,No Releases,8180,https://github.com/gyoogle/tech-interview-for-developer
AndResGuard,2015-10-11 11:48:06 +0000 UTC,2022-09-13 09:02:20 +0000 UTC,Java,4,37,147,312,2020-09-15T04:50:01Z,8086,https://github.com/shwenzhang/AndResGuard
atlas,2017-02-28 06:31:43 +0000 UTC,2022-09-13 02:47:04 +0000 UTC,Java,7,32,83,249,2019-04-08T07:09:17Z,8075,https://github.com/alibaba/atlas
Android-Debug-Database,2016-11-16 14:20:24 +0000 UTC,2022-09-11 22:39:30 +0000 UTC,Java,12,36,68,93,2019-03-07T09:58:09Z,8045,https://github.com/amitshekhariitbhu/Android-Debug-Database
epoxy,2016-08-08 23:05:11 +0000 UTC,2022-09-12 00:45:42 +0000 UTC,Java,70,431,266,570,2021-11-10T00:14:03Z,7999,https://github.com/airbnb/epoxy
airbyte,2020-07-27 23:55:54 +0000 UTC,2022-09-13 09:10:18 +0000 UTC,Java,262,7085,2634,5281,2022-09-13T18:56:33Z,7947,https://github.com/airbytehq/airbyte
hsweb-framework,2016-01-18 03:51:39 +0000 UTC,2022-09-13 07:21:20 +0000 UTC,Java,25,52,4,127,2022-06-20T05:49:46Z,7907,https://github.com/hs-web/hsweb-framework
material-theme-jetbrains,2015-09-23 07:15:04 +0000 UTC,2022-09-11 18:41:45 +0000 UTC,Java,17,69,1,1773,2018-04-25T19:01:18Z,7898,https://github.com/ChrisRM/material-theme-jetbrains
SimianArmy,2012-07-06 22:00:05 +0000 UTC,2022-09-12 03:22:02 +0000 UTC,Java,4,191,39,67,2016-12-14T00:59:31Z,7894,https://github.com/Netflix/SimianArmy
HomeMirror,2015-08-23 03:20:08 +0000 UTC,2022-09-13 17:49:10 +0000 UTC,Java,0,11,32,21,No Releases,7891,https://github.com/HannahMitt/HomeMirror
LitePal,2013-02-20 03:20:07 +0000 UTC,2022-09-13 04:38:35 +0000 UTC,Java,0,1,71,725,No Releases,7881,https://github.com/guolindev/LitePal
Jetpack-MVVM-Best-Practice,2019-10-31 05:21:01 +0000 UTC,2022-09-13 13:29:07 +0000 UTC,Java,0,66,2,48,No Releases,7861,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice
hugo,2013-11-25 09:16:40 +0000 UTC,2022-09-11 09:21:33 +0000 UTC,Java,0,24,53,66,No Releases,7841,https://github.com/JakeWharton/hugo
Signal-Server,2013-12-09 07:10:36 +0000 UTC,2022-09-13 18:47:27 +0000 UTC,Java,0,20,0,0,No Releases,7814,https://github.com/signalapp/Signal-Server
react-native-image-picker,2015-06-08 20:25:31 +0000 UTC,2022-09-13 12:23:21 +0000 UTC,Java,108,248,131,1341,2022-08-25T10:26:45Z,7723,https://github.com/react-native-image-picker/react-native-image-picker
RxLifecycle,2015-07-20 13:32:23 +0000 UTC,2022-09-13 11:57:48 +0000 UTC,Java,22,131,1,177,2020-11-05T20:58:19Z,7710,https://github.com/trello/RxLifecycle
shardingsphere-elasticjob,2015-09-11 11:28:52 +0000 UTC,2022-09-13 10:54:39 +0000 UTC,Java,27,784,119,1048,2021-10-04T02:20:15Z,7680,https://github.com/apache/shardingsphere-elasticjob
SpringCloud,2017-07-23 14:28:08 +0000 UTC,2022-09-13 18:01:19 +0000 UTC,Java,0,81,40,81,No Releases,7658,https://github.com/zhoutaoo/SpringCloud
tsunami-security-scanner,2020-06-03 16:20:00 +0000 UTC,2022-09-13 19:11:41 +0000 UTC,Java,14,6,30,39,2022-08-01T22:40:23Z,7655,https://github.com/google/tsunami-security-scanner
metrics,2010-02-26 19:44:42 +0000 UTC,2022-09-13 12:12:36 +0000 UTC,Java,92,1557,9,630,2022-09-04T21:23:09Z,7621,https://github.com/dropwizard/metrics
QtScrcpy,2019-06-23 04:12:17 +0000 UTC,2022-09-13 16:13:09 +0000 UTC,Java,26,82,265,278,2022-07-10T06:53:56Z,7576,https://github.com/barry-ran/QtScrcpy
UltimateAndroidReference,2017-04-10 07:28:27 +0000 UTC,2022-09-13 15:57:34 +0000 UTC,Java,0,60,0,12,No Releases,7560,https://github.com/aritraroy/UltimateAndroidReference
RxJava-Android-Samples,2014-07-23 05:13:52 +0000 UTC,2022-09-05 12:55:41 +0000 UTC,Java,0,42,5,49,No Releases,7541,https://github.com/kaushikgopal/RxJava-Android-Samples
languagetool,2013-08-08 16:37:22 +0000 UTC,2022-09-13 19:19:58 +0000 UTC,Java,0,1890,1611,3024,No Releases,7526,https://github.com/languagetool-org/languagetool
cassandra,2009-05-21 02:10:09 +0000 UTC,2022-09-13 10:59:18 +0000 UTC,Java,0,24,0,0,No Releases,7519,https://github.com/apache/cassandra
kkFileView,2017-12-12 11:41:08 +0000 UTC,2022-09-13 13:32:05 +0000 UTC,Java,10,138,151,50,2021-07-06T03:43:11Z,7442,https://github.com/kekingcn/kkFileView
litho,2017-01-27 03:59:11 +0000 UTC,2022-09-13 06:20:58 +0000 UTC,Java,49,51,78,302,2022-05-03T17:08:00Z,7426,https://github.com/facebook/litho
debezium,2016-01-22 20:17:05 +0000 UTC,2022-09-13 18:15:18 +0000 UTC,Java,0,3098,0,0,No Releases,7421,https://github.com/debezium/debezium
jna,2011-04-29 13:30:29 +0000 UTC,2022-09-13 11:52:49 +0000 UTC,Java,0,552,70,641,No Releases,7388,https://github.com/java-native-access/jna
subsampling-scale-image-view,2013-08-26 16:45:25 +0000 UTC,2022-09-13 13:32:03 +0000 UTC,Java,21,30,31,477,2018-03-15T06:49:29Z,7374,https://github.com/davemorrissey/subsampling-scale-image-view
otter,2013-08-09 09:31:22 +0000 UTC,2022-09-13 09:36:43 +0000 UTC,Java,10,43,294,716,2019-09-02T07:14:43Z,7349,https://github.com/alibaba/otter
hellocharts-android,2014-10-12 09:12:37 +0000 UTC,2022-09-11 13:46:24 +0000 UTC,Java,14,22,281,226,2015-09-27T15:30:08Z,7346,https://github.com/lecho/hellocharts-android
AndroidPdfViewer,2016-06-02 20:21:21 +0000 UTC,2022-09-13 02:55:37 +0000 UTC,Java,0,23,601,432,No Releases,7338,https://github.com/barteksc/AndroidPdfViewer
vjtools,2018-05-29 09:07:08 +0000 UTC,2022-09-13 10:15:40 +0000 UTC,Java,9,32,33,108,2018-12-18T09:28:10Z,7318,https://github.com/vipshop/vjtools
JsonPath,2011-01-24 13:19:19 +0000 UTC,2022-09-13 13:59:24 +0000 UTC,Java,8,211,242,282,2022-01-30T14:32:07Z,7304,https://github.com/json-path/JsonPath
MyBookshelf,2018-06-12 03:48:07 +0000 UTC,2022-09-13 16:33:55 +0000 UTC,Java,165,156,230,172,2022-04-01T02:54:28Z,7299,https://github.com/gedoor/MyBookshelf
dagger,2012-08-02 23:25:32 +0000 UTC,2022-09-09 13:06:43 +0000 UTC,Java,0,245,59,208,No Releases,7297,https://github.com/square/dagger
dataease,2021-02-02 04:10:21 +0000 UTC,2022-09-13 16:43:32 +0000 UTC,Java,35,1960,102,956,2022-09-01T00:06:36Z,7292,https://github.com/dataease/dataease
AndroidAsync,2012-08-24 07:27:04 +0000 UTC,2022-09-13 10:14:55 +0000 UTC,Java,0,91,331,235,No Releases,7288,https://github.com/koush/AndroidAsync
checkstyle,2013-08-31 02:05:05 +0000 UTC,2022-09-13 07:45:09 +0000 UTC,Java,119,4913,680,3832,2022-08-28T13:56:18Z,7269,https://github.com/checkstyle/checkstyle
agera,2015-12-17 13:22:58 +0000 UTC,2022-09-09 11:58:32 +0000 UTC,Java,16,94,4,46,2018-02-27T18:35:01Z,7265,https://github.com/google/agera
Android-Bootstrap,2013-11-01 15:36:17 +0000 UTC,2022-09-13 04:38:30 +0000 UTC,Java,5,48,25,132,2016-12-10T17:09:43Z,7263,https://github.com/Bearded-Hen/Android-Bootstrap
EhViewer,2014-05-14 12:03:52 +0000 UTC,2022-09-13 15:21:21 +0000 UTC,Java,97,57,197,400,2019-07-26T17:35:04Z,7259,https://github.com/seven332/EhViewer
sweet-alert-dialog,2014-10-19 09:24:09 +0000 UTC,2022-09-12 13:39:01 +0000 UTC,Java,2,2,144,48,2014-10-30T05:22:27Z,7255,https://github.com/pedant/sweet-alert-dialog
UltimateRecyclerView,2015-01-28 02:27:45 +0000 UTC,2022-09-09 13:44:33 +0000 UTC,Java,9,82,183,207,2016-08-05T08:12:30Z,7237,https://github.com/cymcsg/UltimateRecyclerView
ShortcutBadger,2013-11-15 12:51:52 +0000 UTC,2022-09-12 16:18:33 +0000 UTC,Java,0,47,172,131,No Releases,7216,https://github.com/leolin310148/ShortcutBadger
TakePhoto,2015-08-04 02:05:32 +0000 UTC,2022-09-08 02:25:18 +0000 UTC,Java,15,8,421,140,2018-04-02T12:14:31Z,7202,https://github.com/crazycodeboy/TakePhoto
spider-flow,2020-03-27 11:07:15 +0000 UTC,2022-09-13 08:44:53 +0000 UTC,Java,2,6,1,26,2020-04-13T00:41:59Z,7180,https://github.com/ssssssss-team/spider-flow
WeChatLuckyMoney,2015-09-30 16:11:20 +0000 UTC,2022-09-13 02:18:37 +0000 UTC,Java,20,39,0,0,2018-04-14T03:28:17Z,7154,https://github.com/geeeeeeeeek/WeChatLuckyMoney
android-classyshark,2015-10-12 13:40:48 +0000 UTC,2022-09-12 12:02:12 +0000 UTC,Java,17,97,38,65,2018-07-25T08:58:41Z,7150,https://github.com/google/android-classyshark
sonarqube,2011-01-05 11:05:17 +0000 UTC,2022-09-13 11:50:11 +0000 UTC,Java,31,2187,0,0,2022-08-29T12:01:12Z,7145,https://github.com/SonarSource/sonarqube
ActionBarSherlock,2011-03-07 17:28:54 +0000 UTC,2022-09-11 08:57:24 +0000 UTC,Java,32,84,85,797,2013-07-29T16:09:08Z,7141,https://github.com/JakeWharton/ActionBarSherlock
supertokens-core,2020-01-05 13:30:52 +0000 UTC,2022-09-13 17:15:47 +0000 UTC,Java,14,138,74,261,2022-08-18T06:43:37Z,7115,https://github.com/supertokens/supertokens-core
spring-security,2012-01-10 21:50:57 +0000 UTC,2022-09-13 18:00:52 +0000 UTC,Java,113,952,752,9026,2022-08-15T15:25:05Z,7089,https://github.com/spring-projects/spring-security
MVVMHabit,2017-07-21 10:38:40 +0000 UTC,2022-09-13 07:49:39 +0000 UTC,Java,3,0,5,89,2021-07-16T06:59:05Z,7080,https://github.com/goldze/MVVMHabit
shenyu,2018-07-11 08:17:45 +0000 UTC,2022-09-13 15:08:28 +0000 UTC,Java,7,1999,142,1441,2022-08-20T13:09:22Z,7075,https://github.com/apache/shenyu
algs4,2015-08-31 09:28:49 +0000 UTC,2022-09-13 18:44:20 +0000 UTC,Java,0,7,12,48,No Releases,7064,https://github.com/kevin-wayne/algs4
swagger-core,2011-07-05 23:44:11 +0000 UTC,2022-09-13 12:35:45 +0000 UTC,Java,76,1124,648,2056,2022-07-20T10:16:01Z,7047,https://github.com/swagger-api/swagger-core
RePlugin,2017-06-08 09:39:09 +0000 UTC,2022-09-13 01:06:21 +0000 UTC,Java,17,142,327,527,2020-08-18T06:58:35Z,7021,https://github.com/Qihoo360/RePlugin
SpringCloud-Learning,2016-08-21 03:39:52 +0000 UTC,2022-09-11 15:26:14 +0000 UTC,Java,0,2,15,11,No Releases,7008,https://github.com/dyc87112/SpringCloud-Learning
SmartTabLayout,2015-02-14 11:25:51 +0000 UTC,2022-09-13 13:17:21 +0000 UTC,Java,0,15,120,164,No Releases,6999,https://github.com/ogaclejapan/SmartTabLayout
Mapper,2014-11-21 11:02:10 +0000 UTC,2022-09-12 08:42:45 +0000 UTC,Java,2,29,352,426,2017-07-18T13:15:42Z,6946,https://github.com/abel533/Mapper
cachecloud,2016-01-26 05:46:01 +0000 UTC,2022-09-13 15:53:21 +0000 UTC,Java,6,9,8,234,2021-12-13T08:52:10Z,6937,https://github.com/sohutv/cachecloud
SmartTubeNext,2020-07-28 12:53:52 +0000 UTC,2022-09-13 18:24:06 +0000 UTC,Java,77,519,980,259,2022-09-07T20:29:35Z,6910,https://github.com/yuliskov/SmartTubeNext
LeetCode,2020-01-11 01:02:02 +0000 UTC,2022-09-13 13:36:26 +0000 UTC,Java,0,1,0,5,No Releases,6881,https://github.com/yuanguangxin/LeetCode
okhttputils,2015-08-17 14:53:29 +0000 UTC,2022-09-11 21:07:50 +0000 UTC,Java,0,9,0,0,No Releases,6866,https://github.com/hongyangAndroid/okhttputils
ruoyi-vue-pro,2021-01-24 03:18:25 +0000 UTC,2022-09-13 18:38:17 +0000 UTC,Java,12,16,8,134,2022-08-23T00:41:20Z,6815,https://github.com/YunaiV/ruoyi-vue-pro
im-server,2019-01-23 15:21:28 +0000 UTC,2022-09-13 10:08:22 +0000 UTC,Java,72,7,9,480,2022-08-31T12:30:03Z,6802,https://github.com/wildfirechat/im-server
elasticsearch-sql,2014-08-24 14:26:31 +0000 UTC,2022-09-13 17:07:07 +0000 UTC,Java,193,93,287,649,2022-08-14T07:44:59Z,6754,https://github.com/NLPchina/elasticsearch-sql
Timber,2015-06-12 16:43:55 +0000 UTC,2022-09-13 04:38:10 +0000 UTC,Java,5,89,189,134,2020-10-05T18:48:53Z,6747,https://github.com/naman14/Timber
DroidPlugin,2015-08-27 11:14:57 +0000 UTC,2022-09-13 08:50:45 +0000 UTC,Java,2,28,222,188,2015-11-09T01:54:16Z,6743,https://github.com/DroidPluginTeam/DroidPlugin
xmall,2017-07-28 01:49:49 +0000 UTC,2022-09-13 07:40:01 +0000 UTC,Java,0,0,11,28,No Releases,6731,https://github.com/Exrick/xmall
