Name,CreatedAt,UpdatedAt,PrimaryLanguage,Releases,PullRequests,Open Issues,Closed Issues,LastRelease,Stars,Url
AndroidProject,2018-10-23 10:30:55 +0000 UTC,2022-09-13 07:26:11 +0000 UTC,Java,17,0,1,91,2021-12-18T03:56:40Z,5117,https://github.com/getActivity/AndroidProject
hibernate-orm,2010-10-04 16:15:52 +0000 UTC,2022-09-13 10:15:56 +0000 UTC,Java,16,1860,0,0,2016-06-02T04:21:15Z,5096,https://github.com/hibernate/hibernate-orm
jOOQ,2011-04-17 10:43:33 +0000 UTC,2022-09-13 13:30:34 +0000 UTC,Java,0,156,1881,11801,No Releases,5091,https://github.com/jOOQ/jOOQ
itstack-demo-design,2020-05-20 13:45:30 +0000 UTC,2022-09-13 05:14:01 +0000 UTC,Java,0,5,14,13,No Releases,5086,https://github.com/fuzhengwei/itstack-demo-design
jvm-sandbox,2017-08-03 02:55:31 +0000 UTC,2022-09-13 02:37:34 +0000 UTC,Java,12,69,31,243,2020-07-07T06:12:53Z,5063,https://github.com/alibaba/jvm-sandbox
lanproxy,2016-11-20 08:12:10 +0000 UTC,2022-09-13 17:55:21 +0000 UTC,Java,1,2,124,37,2017-11-28T08:21:09Z,5062,https://github.com/ffay/lanproxy
ctci,2013-03-21 23:01:01 +0000 UTC,2022-09-11 14:26:42 +0000 UTC,Java,0,80,33,5,No Releases,5058,https://github.com/careercup/ctci
AndroidVideoCache,2015-04-01 11:25:52 +0000 UTC,2022-09-08 03:11:57 +0000 UTC,Java,20,2,142,137,2018-07-24T17:37:29Z,5039,https://github.com/danikula/AndroidVideoCache
shimmer-android,2015-02-27 22:25:22 +0000 UTC,2022-09-11 15:36:20 +0000 UTC,Java,5,14,21,79,2019-07-16T23:11:38Z,5038,https://github.com/facebook/shimmer-android
InstaMaterial,2014-11-10 18:56:49 +0000 UTC,2022-09-13 04:38:11 +0000 UTC,Java,1,2,27,15,2015-07-23T06:40:47Z,5022,https://github.com/frogermcs/InstaMaterial
UltraViewPager,2017-03-29 13:31:53 +0000 UTC,2022-09-09 06:18:28 +0000 UTC,Java,10,4,55,84,2018-05-02T03:27:39Z,5021,https://github.com/alibaba/UltraViewPager
Small,2015-11-27 11:37:20 +0000 UTC,2022-09-02 02:24:44 +0000 UTC,Java,25,36,259,300,2018-07-06T00:29:57Z,5014,https://github.com/wequick/Small
Aria,2016-02-19 02:16:07 +0000 UTC,2022-09-13 07:41:08 +0000 UTC,Java,26,18,143,805,2020-11-09T12:34:27Z,5007,https://github.com/AriaLyy/Aria
android-common,2012-06-19 07:49:46 +0000 UTC,2022-09-13 02:33:28 +0000 UTC,Java,1,7,18,14,2014-03-24T12:06:40Z,5007,https://github.com/Trinea/android-common
